login; location; followers; contributions; stars; language
iButtonH;Spain;2;47;0;
danmarcab;Cádiz, Spain;2;47;2;Ruby
basoko;Bilbao, Spain;10;47;1;Shell
albertogallego;Córdoba, Spain;6;47;2;CSS
afloresjpg;Córdoba;0;47;0;CSS
aolivares;Granada, Spain;2;47;0;TeX and Matlab
xaaleja;Santurtzi (Bizkaia);2;47;0;PHP
espectalll123;Toledo, Spain;2;46;0;JavaScript
j0sete;Málaga;2;46;1;Java
marcoslgm;Sevilla;4;46;0;JavaScript
laudisa93;Sevilla;2;46;0;Python
eparreno;Girona;54;46;136;Ruby
gstvrmrlpz;Granada;1;46;0;
nick13jaremek;Madrid;2;46;0;Ruby
allaves;Madrid;2;46;0;Java
cagmaldonado;Madrid;1;46;0;JavaScript
IGZgustavomarin;Madrid;2;46;0;JavaScript and Cucumber
ssaavedra;A Coruña, Spain;12;46;10;Shell
mobarrio;Spain;1;46;0;JavaScript
jafroch;España;0;46;1;C++
MarioAraque;Spain;3;46;3;JavaScript
frandieguez;Spain;26;46;52;PHP
Saborknight;United Kingdom, Gibraltar, Spain;1;46;0;CSS
javieryanez;Spain;1;46;11;Lua
jjordalope;Santander, (Spain);0;46;0;Python
Jamarin;España;0;46;0;CSS
erikras;Spain;1;46;5;JavaScript
abellogin;Madrid, Spain;15;46;0;Python
demimismo;Madrid, Spain;59;46;21;Ruby
guillermofr;Murcia , Spain;3;46;2;PHP
andresclari;Valencia, Spain;2;46;2;Ruby
gabrielseco;España;1;46;0;CSS
victorblasco;Barcelona, Spain;2;46;0;Ruby
javierarilos;barcelona, spain;2;46;1;JavaScript
montes;Barcelona;15;46;26;PHP
oriolblanc;Barcelona;31;46;38;Objective-C
juanmaorta;Barcelona, Spain;2;46;9;JavaScript
QuimFerrer;Barcelona;0;46;7;Shell
rafelmm;Barcelona;0;46;0;CSS
not-only-code;Barcelona;13;46;56;JavaScript
benmomo;Valencia, Spain;0;46;0;
albaplaza;Madrid (Spain);2;45;0;CSS
Sulley38;Pasaia, Gipuzkoa;5;45;1;C++
cyberguijarro;Cádiz, Spain;3;45;13;Python
devcfgc;Bilbao;1;45;1;Java
LuisGC;Madrid, Spain;12;45;0;JavaScript
johnny32;Girona, Spain;2;45;0;JavaScript
DuB0k;Madrid;5;45;0;Python
frankPairs;Spain;1;45;0;JavaScript
jeroen;Lloret de Mar, Spain;8;45;24;JavaScript
amuniz;Sevilla (Spain);1;45;4;Java
vicdoz;Valencia,Spain;4;45;1;Java
pedroconcejero;Madrid;6;45;2;R
sergio-caro;Spain;2;45;1;Java
resetreboot;Madrid, Spain;3;45;0;Python
algm;Linares;4;45;2;JavaScript
planadecu;Barcelona;0;45;2;JavaScript
scapella;Barcelona, Spain;5;45;26;Python
sankalpg;Barcelona;7;45;0;Python
Elendow;Barcelona;1;45;0;JavaScript
sgimeno;Barcelona;7;45;0;JavaScript
xabierlegasa;Barcelona;8;45;1;PHP
memaker;Barcelona;0;45;1;Ruby
augustoantonio;Santiago de Compostela (Spain);1;45;;PHP
jabiinfante;Bilbao;4;45;0;C
Marfru;Granada;1;45;0;CSS and JavaScript
baronenicola;Madrid;0;45;0;CSS and JavaScript
josecsh;Granada;1;45;0;Shell
yuki;Bilbao;4;45;13;JavaScript
Ziiweb;Guadalajara, Spain;0;45;0;C
jmn8718;Madrid, Spain;0;45;1;Java
jmmauricio;Sevilla, Spain;3;45;0;Python
aesptux;Madrid;10;45;52;Python
AlexSecundino;Madrid;1;45;0;Java
novia713;Madrid, Spain;5;45;1;JavaScript
pdoro;Madrid;0;45;0;CoffeeScript
alonsoir;Badajoz, Spain;2;45;3;Java
panfri787;Alicante;5;45;4;Java
Rsilnav;Valladolid (Spain);0;45;0;Python
yuyul;España;2;45;1;JavaScript
IgnacioArevalo;España;0;45;0;R and HTML
ahuarte47;Pamplona/Iruña - Navarra;0;45;0;Shell
Danziger;Barcelona;1;44;1;JavaScript and CSS
bertotte;Barcelona;0;44;0;R
calinrada;Barcelona;13;44;183;PHP and JavaScript
juanmorillios;Barcelona;0;44;0;Objective-C
sarrufat;Barcelona, Spain;2;44;0;Scala
mllobet;Barcelona;14;44;2;Java
MariaFdez;Barcelona;5;44;0;R
jhbabon;Barcelona, Spain;21;44;18;Ruby
cristobalcastilla;Barcelona;0;44;0;JavaScript
arnaugm;Barcelona;0;44;1;PHP
cjgb;Madrid;5;44;11;Shell
carlospiles;Madrid, Spain;1;44;2;Java
varas;Barcelona, Spain;3;44;7;PHP
electronicadivertida;Molina Segura, Murcia, España;1;44;7;Arduino
anthonycarlos92;Madrid, Spain;0;44;0;Go
moral3jo;Salamanca;0;44;0;JavaScript
bergacat1;España;4;44;0;CSS
mcamou;Madrid, Spain;10;44;29;Scala
soyrochus;Valencia, Spain;3;44;7;JavaScript
am;spain;10;44;17;Ruby
Alayala;Granada, España;2;44;0;Shell
Jesusmcs;Granada;2;44;0;JavaScript
josearcosaneas;Granada;0;44;0;JavaScript
germtb;Málaga;1;44;0;C#
forostm;Lugo - SPAIN;1;44;0;CSS
keidesu;Málaga, Spain;3;44;2;Python
eucuepo;Spain;3;44;15;JavaScript
PepeTrigo;Madrid, Spain;6;44;0;JavaScript
enfuse;España;3;44;2;Arduino
JA-Gonz;Granada;2;44;0;Shell and Python
nachomiralles;Castellón, Spain.;1;44;0;JavaScript and CSS
ferminhg;Alicante;3;44;1;JavaScript
jruzafa;Alicante;35;44;16;PHP
purigarcia;Valladolid, Spain;0;44;0;
idafereyes;Madrid;1;44;0;Java
oneeyedman;Madrid;9;44;6;JavaScript
mresti;Granada, Spain;13;44;2;CSS
delafuente28;Murcia (Spain);1;44;0;JavaScript
pedroguirado;Granada, Spain;0;43;0;PHP and CSS
vioklab;Barcelona, Spain;3;43;1;JavaScript
enricruiz;Barcelona;11;43;6;Ruby
martin-azpillaga;Barcelona;0;43;3;TeX
jaschac;Barcelona, Catalunya, Spain;2;43;6;Python
sdjebali;Barcelona, Spain;0;43;0;Awk and Shell
hugozaragoza;Barcelona;0;43;1;HTML and Java
fazerbcn;Barcelona;0;43;0;Objective-C
debiatan;Barcelona;1;43;5;Python
Fablabsitges;Sitges, Spain;3;43;25;Arduino
er1x;Spain;2;43;2;JavaScript
ricardoper;Salamanca;5;43;82;PHP
pjmolina;Seville, Spain;2;43;1;JavaScript
nitehack;Spain, Granada;8;43;3;C and C++
jorrete;Valencia, Spain;1;43;1;JavaScript
nbarreira;Coruña;3;43;1;Python
lauramcastro;A Coruña, Spain;7;43;6;Erlang
IvanParraga;Barcelona, Spain;2;43;0;Java
jsierles;Sevilla, Spain;117;43;297;Ruby
avilin;Almería, España;3;43;0;C#
mbernabeu;Alicante, ES;3;43;0;JavaScript
dmuy;DAS, Toledo City, Cebu;0;43;0;CSS
quike;Spain;4;43;0;Shell
josruice;Spain;1;43;0;Matlab
Alvaritos;Spain - Madrid;3;43;5;PHP
csanvas;Galicia, Spain;0;43;0;CSS
yagoff;Catoira, Galicia, Spain.;3;43;1;JavaScript
kwendenarmo;Madrid;1;43;0;
p4coperez;Sevilla;7;43;5;Gosu and Java
AFRLme;Granada, Spain;1;43;0;
jmartinezot;Donostia;1;43;0;C++
ortuman;Murcia;9;43;479;Swift
Puigcerber;Logroño , Bratislava;1;43;10;JavaScript
ACruz91;Córdoba;2;43;0;HTML
danyg;Barcelona, Spain;4;43;32;JavaScript
educorzo;Granada;2;43;0;Java
kianxineki;Spain;0;43;2;Python
Gandio;Cádiz Spain;4;43;0;Java
josemiguelmota;Cádiz;1;43;1;CSS
joseribes;Valencia;1;43;0;C#
malfario;Granada;1;43;13;Clojure
nordri;Sevilla;4;42;0;Shell
inesgn;Vitoria-Gasteiz, Spain;5;42;0;R
lzubiaur;Spain;1;42;5;C++
FrancisVega;Madrid, Spain.;1;42;5;JavaScript
ratalaika;Spain;6;42;36;JavaScript
alvivi;Spain;12;42;63;JavaScript
dcasado;España;4;42;0;
rtobes;Spain;3;42;0;
ManuDavila;España;5;42;9;PHP
burnham;España;11;42;9;HTML
f-guitart;Lleida;3;42;0;Python and R
santibaldassin;Cordoba;0;42;0;
ernesmb;Almería;0;42;0;HTML
drodriguezperez;Madrid, Spain;1;42;6;R
jfrodriguez;Madrid;5;42;0;Shell and VimL
rsanchezbalo;Madrid;15;42;0;PHP
rafapages;Madrid;1;42;1;C++ and Python
myfunnyandy;Madrid;14;42;0;Shell
jesusesteban;Madrid;4;42;0;PHP
Icebox2;Murcia;1;42;0;
xoan;A Coruña, Spain;28;42;39;JavaScript
robmarco;Las Palmas de GC;0;42;1;JavaScript
SalleMeteor;Barcelona;2;42;0;JavaScript
rogercampos;Barcelona;31;42;74;Ruby
megafounder;Barcelona;14;42;2;Ruby
mnothic;Barcelona;5;42;1;Python
villamany;Cadiz, Spain;1;42;5;C#
MindCookin;España;0;41;2;JavaScript
rofirrim;Barcelona, Spain;6;41;9;C++
Cesalv;Cantabria, Spain;0;41;0;CSS and JavaScript
tonicebrian;Barcelona;16;41;23;Haskell
LasVegasOle;Barcelona;4;41;7;JavaScript
kerunaru;Málaga, RDP de Andalucía, URSI;10;41;1;Ruby
ewokcillo;Barcelona;15;41;5;Python
joacub;Zaragoza;2;41;1;PHP
abailon;Barcelona;0;41;0;
jpallares;Barcelona, Spain;0;41;0;HTML
pablo-albaladejo;Alicante, Spain;0;41;0;JavaScript
kingoodie;Sevilla;1;41;2;
raulduran;Las Palmas, Spain;0;41;55;JavaScript
rubenmoya;Toledo, España;3;41;0;CSS
pirita;Spain;4;41;0;Scala
tubalmartin;Madrid, SPAIN;19;41;927;JavaScript
adriangonz;Spain;2;41;3;JavaScript
rveen;Valencia (Spain);1;41;19;Go
lipido;Spain;10;41;15;Java
jairovadillo;Barcelona;0;41;0;Ruby
AdrianLC;Santiago de Compostela, Spain;1;41;;Python
andor-pierdelacabeza;Madrid;5;41;1;Python
mik3lon;Madrid;0;41;0;PHP
mgestal;España;0;41;0;HTML
hbiarge;Huesca, Spain;5;41;16;C#
cordin;Valencia;4;41;0;
peillis;Madrid;4;41;2;Python
delafuente;Madrid;0;41;0;PHP
GorkaMM;Madrid;13;41;1;Objective-C
RafaelCasuso;Madrid;1;41;0;JavaScript and CSS
jvegaf;Madrid;4;41;2;Objective-C
jorgeSV;Lugo, Spain;2;41;3;Java
tsunehito;Barcelona, Spain;3;40;0;C
AmableJ;Oviedo;4;40;0;C
vicendominguez;Valencia;5;40;15;Python
k00d3r;Valencia;3;40;0;Java
JoSeF267;Granada;1;40;0;Shell
franciscomanuel;Granada;5;40;3;CSS
RadW2020;Granada, Spain;1;40;0;JavaScript
kechis;España;1;40;0;Java
kauron;España;0;40;0;Java and CSS
PabloReyes;Marbella, Spain;2;40;2;TeX
Fucken33;España;0;40;0;Shell
zurfyx;Catalonia, Spain;0;40;0;JavaScript
hpcosta;Spain;0;40;1;R
lyon-17;Andalucia, Spain;0;40;0;CSS
alextoni;Granada;3;40;0;
tkamo-kodify;Spain;0;40;1;PHP
dokoto;Spain;0;40;0;Java
pedropobla;Spain;2;40;0;Java
Gotusso;Spain;1;40;1;Java
Mun0n;Madrid;4;40;4;Java and Groovy
felixmartin;Madrid - Tenerife;6;40;2;JavaScript
ggarber;Spain;8;40;20;Python
ChabudaiGitHub;Barcelona (Mataró);0;40;0;CSS
arturictus;Barcelona;0;40;0;Ruby
subarroca;Barcelona, Catalonia;0;40;38;JavaScript
diasjorge;Barcelona;42;40;106;Ruby
martintsch;Barcelona;7;40;3;Ruby
robertobermejo;Segovia;5;40;3;PHP
xDavidLeon;Barcelona;1;39;0;JavaScript
planas;Barcelona;6;39;12;Ruby
danielmellado;Barcelona;9;39;1;Shell
Jautenim;Barcelona;4;39;2;Shell
SpyRefused;Barcelona;1;39;1;Go
DavidGallardo;Barcelona;0;39;0;CSS
Odrakir;Madrid;10;39;4;Objective-C
maketas;Madrid, Spain;2;39;0;JavaScript
fran;Sevilla;30;39;12;JavaScript
rafaharo;Seville;13;39;4;Java
aamoga00;León;0;39;0;Java and CSS
daserrano;Madrid, Spain;18;39;0;C++
rtsinani;Spain;14;39;273;JavaScript
altsanz;Spain;3;39;2;JavaScript
fictiziaformacion;Madrid, Spain;2;39;7;CSS
Rodriwp;España;1;39;0;Java
QuiqueGilB;Sueca - Valencia;2;39;0;Java
Vicktor2;Valencia;4;39;0;
nelboudjay;Malaga, Spain;0;39;0;Java
TheArni;Vic, Catalonia, Spain;0;39;1;Java
mgallego;Getafe - Madrid - Spain;24;39;33;PHP
pablojimeno;Zaragoza, Spain;25;39;25;Ruby
ferquies;Spain;0;39;2;JavaScript
olivermontes;Spain / Alicante;24;39;5;PHP
ricgu8086;Alcalá de Henares, Madrid, Spain;1;39;0;Python and C++
inacho;Salamanca, Spain;6;39;52;CSS
giria;Spain;4;39;2;Objective-C
Monthy;Spain;1;39;4;C++
mendrugory;Málaga (Spain);1;39;3;Python
mrdanielps;Spain;1;39;21;Makefile
jesusenlanet;Madrid / Spain;2;39;1;Python
rgem52;Madrid, Spain;0;39;0;Python
yukatan;Madrid (Spain);3;39;59;JavaScript
jmartinz;España;1;39;1;Arduino
JuanFryS;Madrid, Spain;1;39;1;Python
AntonioGPS;España;0;39;1;CSS
RicoAntonioFelix;Trinidad and Tobago, Port-of-Spain;1;39;0;C++
txusinho;Bilbao, center of the known universe;7;39;5;JavaScript
antoniolg;Madrid (Spain);338;39;1937;Java and Shell
dcLamas;Ourense;1;39;0;CSS
Javiernh;Spain;1;39;0;JavaScript
pusewicz;Reus, Spain;25;39;249;Ruby
edelperi;Ourense (Spain);0;39;3;Awk
ivangoblin;Barcelona, Spain;3;39;0;Python
DaniCamba;Ourense;1;39;;CSS and JavaScript
telemaco;Madrid (Spain);18;39;4;JavaScript
Victorgf87;Madrid;8;39;0;CSS
mvallespir;Llubi, Islas Baleares;1;39;0;Java
bernatmv;Barcelona;7;39;0;JavaScript
frantello;Huelva, Andalucia, Spain;0;38;0;JavaScript
boyander;Barcelona;8;38;20;Python
alexgt9;Barcelona;10;38;1;PHP
bertex;Barcelona;0;38;1;HTML
pinkbigmacmedia;Barcelona;0;38;3;PHP and XML
brianjimenez;Barcelona;1;38;6;Python
rogermanich;Barcelona, Spain;1;38;0;
jsoucheiron;Barcelona;7;38;2;Python and Shell
daisukewi;@Barcelona;4;38;5;C#
RobertoEstrada;Madrid;9;38;48;Shell
rojo2;Madrid;1;38;4;JavaScript
jorgeas80;Madrid;11;38;10;Python
dburgos;Madrid, Spain;3;38;4;JavaScript
fjtorres;Sanlúcar de barrameda (España);1;38;1;CSS
jouyt;Spain;1;38;2;TeX
Demenus;Spain;6;38;2;Python
jotakaele;Madrid. Spain;0;38;0;CSS
mgarenas;Granada-Spain;5;38;1;Shell
IGZalejandropenedo;Spain;0;38;0;JavaScript and PHP
davidjrh;Santa Cruz de Tenerife, Canary Islands, Spain;4;38;3;C#
ereslibre;Madrid, Spain;13;38;74;Ruby
ismaelhamed;Sevilla, Spain;1;38;0;C# and PowerShell
luisrodrigar;Spain;5;38;0;CSS
GuilleX7;Spain;0;38;0;JavaScript
nadalsol;Barcelona;4;38;0;CSS
julian-garrido;Granada (Spain);1;38;1;Java
vitongos;España;1;38;0;Shell
sanogueralorenzo;Valencia, Spain;1;38;0;Java
acysos;Pamplona;14;38;3;Python
ajmoyad;Granada;3;38;2;Matlab and TeX
Queky;Bilbao, Spain;3;38;0;Java
jlbarrera;Seville;3;38;1;Python
japeral;Alicante, Spain;0;38;0;Arduino
cphcarolina;Alicante;0;38;0;Scala
dbarelop;Zaragoza;0;38;0;Java
plutec;Málaga (Spain);4;37;6;Python
ciherraiz;Granada Spain;0;37;1;Python
gacor84;Valencia;0;37;0;
dbuedo;Albacete, Spain;0;37;0;Python
ankeberns;Cádiz (Spain);0;37;0;
DaniMunin;A Coruña / Pontevedra;6;37;0;Python
Elpayoquedibuja;Bilbao;0;37;2;CSS and JavaScript
BBerastegui;Bilbao - Barcelona - Anywhere;3;37;0;Go
vitovalov;Barcelona, Spain;0;37;2;Java
StateX;Barcelona;7;37;2;Python and Tcl
MarcosAguayo;Barcelona;11;37;11;C
rcabamo;Barcelona;52;37;162;Objective-C
tokland;Barcelona;14;37;148;Ruby
lexar93;Barcelona;0;37;0;R
programarivm;Barcelona;0;37;1;PHP
opentodonet;Barcelona;10;37;9;Perl
cjuan;Barcelona, Spain;0;37;0;Perl
AdalbertoLacruz;Madrid, Spain;1;37;11;Dart
jbalde;Madrid, Spain;0;37;3;PHP
guillermogf;Spain;0;37;1;Python
jcarlos2289;San Vicente del Raspeig, Alicante, España;0;37;0;C++
arkabytes;Zaragoza;2;37;0;PHP
rododevr;Spain;0;37;2;OpenEdge ABL
lupidan;Granada, Spain;19;37;132;Objective-C
ngrawlings;Marbella, Spain;1;37;1;C++
eldruin;Spain;5;37;9;C++
adsase;Carcaixent, Comunidad Valenciana, Spain;4;37;0;Java
badiali;Estepona, Málaga, Spain;0;37;0;CSS
Nazariglez;Tenerife, Canary Island;25;37;17;JavaScript
fitigf15;Barcelona;2;37;0;C++
davidgnin;Barcelona;1;37;0;JavaScript and CSS
xsb;Barcelona;12;37;10;Ruby
sgmendez;Madrid;1;37;1;PHP
JaviCallaghan;Madrid;0;37;1;Java
efueyo;Madrid;1;37;0;JavaScript
josenava;Madrid;4;37;0;Python
Eidansoft;Madrid;0;37;0;PHP
etnlmy;Madrid;0;37;0;Ruby
Hdemasiado;Madrid;0;37;0;R
pdgarcia;Madrid;0;37;2;JavaScript
teknopaul;barcelona;8;36;56;JavaScript
perellonieto;Barcelona;0;36;1;Python
veralimita;Barcelona;0;36;0;JavaScript and CSS
drpicox;Barcelona;8;36;3;JavaScript
nleite;Barcelona, Spain;7;36;5;Python
iZydro;Santa Coloma, Barcelona, Spain;0;36;1;Python
ssedano;Barcelona;13;36;8;Ruby
garoi;Barcelona;8;36;0;C
diegoriez;madrid spain;1;36;0;JavaScript
miguelitomola;Spain;12;36;2;JavaScript
samuelhl;España;2;36;0;
salrepe;Spain;9;36;2;Ruby
pajarokillo;Spain;0;36;0;Java
Guillermo30;España;1;36;0;Java
juanmabc;Balearic Islands, Spain;2;36;0;C++
mwlmc;Granada, España;1;36;0;Shell
luismigm;Madrid, Spain;15;36;0;C++
tatjam;Spain;0;36;1;Lua and C#
JasterTDC;Spain;1;36;0;CSS
juasiepo;Alicante;1;36;8;Puppet
coromoto;Spain;45;36;0;Ruby
grisendo;Saragossa, Spain;9;36;0;PHP
tomymolina;Ourense, Spain;0;36;0;JavaScript
alvarolb;Madrid, Spain;1;36;0;PHP
mlopezm;Spain;0;36;0;R and Matlab
Saphyel;Sevilla, Spain;4;36;2;CSS
Frandi1313;Asturias;2;36;0;PHP
hazardco;Badajoz;0;36;2;JavaScript
jonanderdev;Bilbao, Spain.;0;36;0;CSS
jesmg;Almería, Spain;2;36;0;HTML
funsecurity;Almería;1;36;15;Python
havelinux;Oviedo, Asturias, Spain;3;36;0;Ruby
MacBookaro;Bucaramanga - Santander - Colombia;3;36;;PHP
demil133;Gijón, Spain;12;36;3;Shell
CodingFree;Madrid;5;36;7;CSS
parecementeria;Las Palmas de Gran Canaria;1;36;0;CSS
CarlosUziel;Las Palmas de Gran Canaria;7;36;0;Java
luicm;madrid;1;36;0;
RubenRubio;Madrid;0;36;0;
felixzapata;Madrid;21;36;19;JavaScript
manute;Madrid;11;36;2;JavaScript
gpulido;Madrid;1;36;4;Java
seymourpoler;Madrid, Spain;7;35;2;C#
hamena;Cádiz, Spain;4;35;0;C++
DesarrolloAntonio;Madrid;34;35;744;Java and XML
saguila;Madrid;0;35;0;C++
diglesia;Escuela Técnica Superior de Ingenieros Informáticos, Campus de Montegancedo s/n, 28660 Madrid;0;35;0;
rmorcilloFidesol;Granada;0;35;0;
Atr0m;Madrid;0;35;1;Shell
aluarosi;Madrid;11;35;26;JavaScript
Stsebas;Torremolinos (Málaga);9;35;0;Ruby
molpe;Madrid;33;35;120;Ruby and JavaScript
dvarrui;Tenerife;1;35;0;Ruby
Jose3L;Alhama de Murcia, España;2;35;0;Ruby
Pinx0;Spain;0;35;0;Java
euribates;Tenerife, Canary Islands, Spain;2;35;1;Python and C#
dpuyosa;Spain;0;35;0;Makefile
uno-de-piera;Spain;48;35;52;PHP
weisk;Barcelona;2;35;3;JavaScript
ThXou;Barcelona;1;35;5;Objective-C
maxigas;Barcelona / Calafou;1;35;3;Python
skilla;Barcelona, Spain;0;35;1;PHP and CSS
diegok;Barcelona, Spain;53;35;129;Perl
jmescpos;Sevilla;4;35;0;Python
elAIRweb;España;4;35;0;Java
pebosch;Granada, Spain;2;35;0;Java
carsolcas;Castellon (Spain);0;35;1;JavaScript
jenkins-zentyal;Zaragoza;0;35;0;
cristobalcl;España;0;35;0;Shell
juliansanchez;Alicante;3;35;0;Processing
ganchito55;Salamanca;1;35;1;C
cuadric;Elche, Spain;0;35;1;PHP
apachejack;Valencia, España;0;35;0;JavaScript and HTML
ndleon09;Madrid, España;1;35;0;Objective-C
iAcisclo;Madrid, Spain.;4;35;2;Objective-C
AdrianNunez;Basque Country, Spain;5;35;0;Java
SkavenOfDarkness;Palma de Mallorca (España);0;35;0;Java and Shell
fran-diaz;Madrid;1;35;12;JavaScript
mcvendrell;Ourense (Spain);3;34;17;JavaScript
CsanchezC;Albacete;2;34;0;
javiermadueno;Córdoba;1;34;2;CSS
jomali;Cantabria, España;3;34;2;C
fontanon;Sevilla;47;34;40;Python
pablolmedorado;Sevilla;0;34;0;Python
omascaros;Palafrugell, Girona;0;34;0;CSS
sroca93;Vigo, Spain;0;34;0;JavaScript
TommyHernandez;Granada;5;34;0;CSS
PPeMg;Granada;4;34;0;Java
alfonsito92;Granada;1;34;0;Java
nikars;Granada;1;34;0;Java
cartuchogl;Las Palmas de G.C.;6;34;15;JavaScript
daao87;Madrid;0;34;0;JavaScript
trastejant;Madrid;2;34;2;Arduino
gmcorral;Madrid, ES;0;34;1;R
jarroba;Madrid;22;34;11;Java
LavinJ;Spain;1;34;0;Python
IGZjonasdacruz;Madrid, Spain;8;34;0;JavaScript
BorjaSanchidrian;Spain;1;34;1;JavaScript
dapregi;Valencia (Spain);0;34;0;R and Python
bogdy;Spain;1;34;0;Ruby
therobot;Madrid, Spain;29;34;3;Ruby
carlosreig;Valencia, Spain;11;34;2;JavaScript
lucbpz;Sevilla, Spain;0;34;2;Matlab
hithwen;Spain;8;34;2;C++
jagprieto;Bueu (Spain);0;34;0;R
l1oret;Valencia;0;34;0;JavaScript and CSS
jmanuelrosa;Madrid, Spain;12;34;0;JavaScript and CSS
Noelinho;España;6;34;0;JavaScript
JuanMaRuiz;Madrid, Spain;0;34;7;JavaScript
izalv07;Granada (Spain);0;34;0;PHP
javierjcf;Spain;2;34;0;
Epilgrim;Barcelona, España;1;34;13;PHP
PauGNU;Barcelona;2;34;0;Shell
telco2011;Spain;5;34;1;CSS
Devanon;Spain;3;34;0;C
bertocq;Madrid, Spain;2;34;1;Ruby
Pirricli;España;1;34;1;C
ivannis;Barcelona;4;34;1;PHP
laurent-RP;Barcelona;2;34;0;
mrfelton;Barcelona, Spain;5;34;0;JavaScript
rcrehuet;Barcelona;0;34;0;Python
devyanlab;Barcelona;0;34;0;JavaScript and PHP
xavireig;Barcelona, Spain;2;34;1;Java
rohirrin;Barcelona, Spain;2;34;0;Ruby
mm-s;Madrid;0;33;0;JavaScript
LuisMoralesAlonso;España;0;33;0;Java
jmartin82;Barcelona;11;33;39;PHP
martimorta;Barcelona;6;33;1;C++
bxdpxndx;Barcelona;1;33;0;C++
chescales;Barcelona;6;33;2;Python
Blacknet-es;Barcelona, Spain;0;33;2;PHP
celeduc;Barcelona, Spain;24;33;9;Ruby
aaguilera;Barcelona;5;33;0;JavaScript
RicardoRodriguezArg;Cordoba;1;33;0;C
csuarez;Cáceres (Spain);24;33;35;PHP
davilovick;Sevilla;5;33;0;
godric666;Crevillent (Alicante);2;33;0;Java
Valencia1904;Sevilla;16;33;0;Python
carlosrdrz;Sevilla;3;33;2;Ruby
landerog;Erandio, Bizkaia;7;33;0;
NestorsImagination;Granada - España;0;33;0;
toblerone554;Granada;2;33;1;Perl
fjmarcelo;Las Palmas de Gran Canaria;0;33;0;Processing
cmoralesweb;Galicia, Spain;4;33;2;CSS
jadebustos;Spain;0;33;0;Shell
bioinfoUGR;Granada, Spain;1;33;0;Perl
arcxyz;Madrid and Zamora (Spain);2;33;2;JavaScript
ismaelcj;Madrid, Spain;1;33;2;CSS
safeer487;valencia,spain;0;33;0;PHP
txusballesteros;Spain;15;33;164;Java
eccoilmoro;Lugo;1;33;0;JavaScript
jaraen;Madrid (Spain);83;33;369;JavaScript
lrodero;Vigo, Spain;0;33;3;Java
IvanFernandez;Spain;15;33;39;JavaScript
soutoner;Málaga;1;33;0;Java
miguelavm84;Málaga;0;33;0;Java
alberh;España;10;33;2;Haxe
XxCoolGamesxX;Spain;1;33;0;JavaScript
LudoBermejo;Madrid (SPAIN);0;33;1;JavaScript
eduardodiez;Spain;0;33;0;R and TeX
NSalem;España;1;33;0;R
dMartinezAyuso;Valencia (España);0;33;0;JavaScript
mopred;Vigo, Spain;2;33;1;Java
rjurado01;Spain;5;33;26;Ruby
jeslat;Madrid;2;33;1;Java
ranea;Granada, Spain;6;33;2;C++
alejandropg;Madrid, España;3;33;3;Shell
kikedomingo;Valencia, Spain;2;33;0;CSS
fonsito;Madrid;1;33;3;Ruby
cpumar;Madrid;0;33;0;Shell and Python
apbarrero;Madrid, ES;2;33;1;Shell
javitelec;Madrid;2;33;0;
alexdkt;MADRID;0;33;0;JavaScript
kalprestito;Valencia, Spain;6;33;3;Objective-C
cmendible;Madrid, Spain;8;32;60;C#
migmartri;Sevilla Spain;19;32;16;Ruby
AlexAznar;Santa Cruz de Tenerife;2;32;3;Shell
UlisesGascon;Madrid;0;32;1;JavaScript
gmartinvela;Madrid;4;32;19;Python
carlosjtacon;Madrid;12;32;6;Python
dripolles;Madrid;11;32;0;PHP
mgcuesta;Madrid, Spain;0;32;0;Java
crisgrim;Madrid;0;32;0;PHP
manglasape;Madrid;0;32;0;CSS
oscargdd;Madrid;2;32;2;CSS and JavaScript
bgvo;Madrid;6;32;0;JavaScript
dandooze;Madrid, Spain;0;32;0;CSS
Scarro;Madrid;0;32;0;Python
gabrielmoral;Valencia;1;32;1;C#
alderin;Puerto de Sagunto, Valencia;0;32;0;CSS
mvegaca;España;1;32;0;C#
SorayaFlecha;León;1;32;0;Java
lombartec;Barcelona;10;32;2;PHP
Milpoder;España;4;32;2;JavaScript
martinciu;Barcelona, Spain;28;32;198;Ruby
andreaperazzi;Barcelona;0;32;0;Swift
jesusaplsoft;Santa Cruz de Tenerife - Canary Islands - Spain;0;32;1;Java
csanz91;España;0;32;5;Arduino
inean;Spain;2;32;8;Python
wojtekgalaj;Madrid, Spain;0;32;0;JavaScript
SergioPompa;Spain;1;32;0;PHP
mikessoldier;Salamanca;0;32;0;CSS
AhriLove;Spain;1;32;0;C++
FernandoMateus;Barcelona;4;32;0;
ibannieto;Bilbao, Basque Country;10;32;0;Assembly
jlmd;Murcia, Spain;24;32;345;Java
frowing;Spain;4;32;5;Objective-C
frankcortes;Barcelona;16;32;28;JavaScript
celtric;Barcelona;1;32;0;PHP
simonbcn;Barcelona (Spain);0;32;0;
ixdi;Barcelona;1;32;2;JavaScript
josemifv;Spain;3;32;4;CSS
alexcastano;Sevilla;2;32;4;Ruby
Shauku;Barcelona;0;32;0;JavaScript
16BITBoy;Cadiz, Los barrios;9;32;3;JavaScript
naoxink;Málaga - Spain;3;32;71;JavaScript
r0uzic;Barcelona, Spain;0;32;0;
alvarosaco;Córdoba (Spain);22;32;15;CSS
emilioramirez;Córdoba;6;32;5;Python
